#,Hierarchy Tier,Brand Name,State / Origin (HQ),Creator Handle,Followers,Views / Plays (Est.),Likes,Comments,Like-to-View %,Creator ER%,Post Date,Direct Instagram URL,Boost Status & Classification,Caption Preview
1939,Tier 4: Toggle OFF + Organic (Noise),Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@sameera_zaen_vlogs,46602,41014,2217,24,5.41%,4.81%,2025-09-28,https://www.instagram.com/p/DPJcnx_E4U_/,⚪ Standard Organic: Baseline organic collab reach,Bajaj Electronics- India’s Leading Retailer in Electronics is back with its Famous India’s Biggest Festive Offer of ₹1 Crore Cash Prize and 30 Alto K1
1940,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@_anjali_offcl,55448,40977,2215,3,5.41%,4.00%,2025-05-25,https://www.instagram.com/p/DKEwTNPB4k2/,⚪ Standard Organic: Baseline organic collab reach,@sathya.retail Sathya super sale is happening from May 28 - 31
1941,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@lucknow.waasi,171948,40663,2198,25,5.41%,1.29%,2026-08-12,https://www.instagram.com/p/Db8f3gyI9RF/,⚪ Standard Organic: Baseline organic collab reach,"🇮🇳🔥 इस Independence Day, आज़ादी के साथ मनाइए BUMPER SAVINGS का जश्न!"
1942,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@muxin_vibes,26412,40367,2182,43,5.41%,8.43%,2026-04-09,https://www.instagram.com/p/DW6Kb37iLsM/,⚪ Standard Organic: Baseline organic collab reach,Celebrate the Tamil New Year with exciting offers @sathya.retail !
1943,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@namma_mayiladuthurai_tn_82,134610,39941,2159,27,5.41%,1.62%,2025-03-28,https://www.instagram.com/p/DHv0tPlhpRQ/,⚪ Standard Organic: Baseline organic collab reach,💥🎉 Sathya Year end Sale
1944,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@priya_panda05,118311,39756,2149,17,5.41%,1.83%,2025-05-26,https://www.instagram.com/p/DKH2CCuTbF5/,⚪ Standard Organic: Baseline organic collab reach,@sathya.retail Sathya super sale is happening from May 28 - 31
1945,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@apna_shehar_agra,213816,39645,2143,23,5.41%,1.01%,2026-08-12,https://www.instagram.com/p/Db8YU34zJOQ/,⚪ Standard Organic: Baseline organic collab reach,"Address - Aditya Vision Taj View tiraha, Fatehabad road Agra."
1946,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@begusarai.beats,108860,39553,2138,15,5.41%,1.98%,2026-05-31,https://www.instagram.com/p/DY_0C2UqBNh/,⚪ Standard Organic: Baseline organic collab reach,📺✨ अब Entertainment होगा Next Level!
1947,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@diyaaa.maurya,25835,38831,2099,35,5.41%,8.27%,2025-09-24,https://www.instagram.com/p/DO-UjZqETdW/,⚪ Standard Organic: Baseline organic collab reach,Banaras walo!
1948,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@trichy_clicks_,231697,38813,2098,12,5.41%,0.91%,2026-04-07,https://www.instagram.com/p/DW1DMn_D9wJ/,⚪ Standard Organic: Baseline organic collab reach,AC ku ipdi oru offer ahh!!!🤯🤩
1949,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@raymonds_vlogs,61300,38702,2092,21,5.41%,3.45%,2025-05-26,https://www.instagram.com/p/DKHP_xFRTgb/,⚪ Standard Organic: Baseline organic collab reach,@sathya.retail Sathya super sale is happening from May 28 - 31
1950,Tier 4: Toggle OFF + Organic (Noise),Vijay Sales,Maharashtra / Pan-India (HQ: Mumbai),@thevivastory,102913,38517,2082,250,5.41%,2.27%,2025-02-10,https://www.instagram.com/p/DF5TKTSv-9-/,⚪ Standard Organic: Baseline organic collab reach,Letting my wife choose her Valentine’s Day gift at @vijaysalesofficial! 💖 It’s the ultimate one-stop destination for all our electronic needs. The thr
1951,Tier 4: Toggle OFF + Organic (Noise),Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@saikamakshibhaskarla,223390,38350,2073,46,5.41%,0.95%,2026-01-15,https://www.instagram.com/p/DTh63PSj8gL/,⚪ Standard Organic: Baseline organic collab reach,Visited Bajaj Electronics to check out the all-new OPPO Reno15!
1952,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@bebo_1331,226919,38073,2058,40,5.41%,0.93%,2026-08-14,https://www.instagram.com/p/DcAsU0wxFIa/,⚪ Standard Organic: Baseline organic collab reach,"🇮🇳 आज़ादी का जश्न मनाइए, बंपर बचत के साथ! 🎉🔥"
1953,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@bebo_1331,226919,38073,2058,40,5.41%,0.93%,2026-08-06,https://www.instagram.com/p/DbstL--zfjQ/,⚪ Standard Organic: Baseline organic collab reach,Pocket mein Mini Laptop? 👀📱
1954,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@vj_tara,167905,37518,2028,12,5.41%,1.22%,2025-12-02,https://www.instagram.com/p/DRw3GUdgS3Z/,⚪ Standard Organic: Baseline organic collab reach,"Get ready for the brightest deals of the month! @sathya.retail  Full Moon Sale is lighting up December 4, from 9 AM to 12 Midnight!"
1955,Tier 4: Toggle OFF + Organic (Noise),Pai International,Karnataka & Telangana (HQ: Bengaluru),@thehithaceee,286064,37407,2022,177,5.41%,0.77%,2025-01-12,https://www.instagram.com/p/DEuaBu_BaUp/,⚪ Standard Organic: Baseline organic collab reach,Reno13 Series 5G
1956,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@patna_se_haii,239344,37000,2000,12,5.41%,0.84%,2026-08-14,https://www.instagram.com/p/DcBcSYWTmfv/,⚪ Standard Organic: Baseline organic collab reach,💻 **Lenovo Laptop पर धमाकेदार ऑफर!** 🔥
1957,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@patna_se_haii,239344,37000,2000,12,5.41%,0.84%,2026-08-11,https://www.instagram.com/p/Db5ceE5Tqwg/,⚪ Standard Organic: Baseline organic collab reach,"🇮🇳 आज़ादी का जश्न, बचत के संग! 🎉"
1958,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@patna_se_haii,239344,37000,2000,12,5.41%,0.84%,2026-06-11,https://www.instagram.com/p/DZb03ESxSvz/,⚪ Standard Organic: Baseline organic collab reach,Here’s a short caption:
1959,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@patna_se_haii,239344,37000,2000,12,5.41%,0.84%,2026-05-17,https://www.instagram.com/p/DYcgNkZzj0P/,⚪ Standard Organic: Baseline organic collab reach,"Patna ke Taj Hotel me Vivo X300 Ultra aur X300 FE ka experience kiya… aur bhai, ye phone kam camera beast zyada laga! 🔥📸 Performance bhi next level."
1960,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@patna_se_haii,239344,37000,2000,12,5.41%,0.84%,2026-04-29,https://www.instagram.com/p/DXtLbHwkYic/,⚪ Standard Organic: Baseline organic collab reach,"आज सपना नहीं, हकीकत का दरवाज़ा खुला है 🏡✨"
1961,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@patna_se_haii,239344,37000,2000,12,5.41%,0.84%,2026-03-07,https://www.instagram.com/p/DVlDsc_kWKK/,⚪ Standard Organic: Baseline organic collab reach,Next-level power is here! 🔥
1962,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@patna_se_haii,239344,37000,2000,12,5.41%,0.84%,2026-01-25,https://www.instagram.com/p/DT7I-aikekJ/,⚪ Standard Organic: Baseline organic collab reach,26 साल के भरोसे के साथ इस गणतंत्र दिवस बनाइए खरीदारी को Grand Celebration! 🇮🇳✨
1963,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@patna_se_haii,239344,37000,2000,12,5.41%,0.84%,2025-12-19,https://www.instagram.com/p/DScX_lKEWKQ/,⚪ Standard Organic: Baseline organic collab reach,Ghar upgrade ka mood hai? 🏡✨
1964,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@patna_se_haii,239344,37000,2000,12,5.41%,0.84%,2025-10-15,https://www.instagram.com/p/DP0v3MTEfS2/,⚪ Standard Organic: Baseline organic collab reach,✨ Dosto! Iss Diwali ghar ko roshan karo Aditya Vision ke sath! 💥
1965,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@patna_se_haii,239344,37000,2000,12,5.41%,0.84%,2025-09-19,https://www.instagram.com/p/DOyNryRk-KK/,⚪ Standard Organic: Baseline organic collab reach,📱 Finally iPhone 17 Series & iPhone Air ab Patna ke Aditya Vision par! 🔥 Cashback + Exchange Bonus + Bumper Inaam 🎁
1966,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@patna_se_haii,239344,37000,2000,12,5.41%,0.84%,2025-09-13,https://www.instagram.com/p/DOiuxqXE1Bi/,⚪ Standard Organic: Baseline organic collab reach,🔥 Breaking News Patna 🔥
1967,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@patna_se_haii,239344,37000,2000,12,5.41%,0.84%,2025-08-11,https://www.instagram.com/p/DNN3wxEzTK-/,⚪ Standard Organic: Baseline organic collab reach,"🎉 15 का दम, बंपर बचत हर कदम! 🇮🇳"
1968,Tier 4: Toggle OFF + Organic (Noise),Electronics Mart,Telangana & Andhra Pradesh (HQ: Hyderabad),@avikacutiepie,177339,36815,1990,133,5.41%,1.20%,2026-07-01,https://www.instagram.com/p/DaQBPjbSK7k/,⚪ Standard Organic: Baseline organic collab reach,📚💻 Back to School shopping just got better! 🎉
1969,Tier 4: Toggle OFF + Organic (Noise),Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@tasteofbezawada,266273,36722,1985,16,5.41%,0.75%,2026-08-03,https://www.instagram.com/p/DbkcRESBatv/,⚪ Standard Organic: Baseline organic collab reach,"✨️Trying to find the best laptop for college? Here's my top choice – the HP OmniBook 5, your perfect college ally."
1970,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@anuuuuu.anuuu,47691,36630,1980,13,5.41%,4.18%,2025-05-25,https://www.instagram.com/p/DKFN51LSloe/,⚪ Standard Organic: Baseline organic collab reach,@sathya.retail Sathya super sale is happening from May 28 - 31
1971,Tier 4: Toggle OFF + Organic (Noise),Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@ashritha.__._,104645,36112,1952,42,5.41%,1.91%,2026-08-04,https://www.instagram.com/p/DbndNf6srfo/,⚪ Standard Organic: Baseline organic collab reach,🍎 Apple Days are LIVE at Bajaj Electronics! ✨
1972,Tier 4: Toggle OFF + Organic (Noise),Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@ashritha.__._,104645,36112,1952,42,5.41%,1.91%,2026-05-02,https://www.instagram.com/p/DX0061Gy4z3/,⚪ Standard Organic: Baseline organic collab reach,🔥 Apple Days are LIVE at Everyone’s Favorite Bajaj Electronics!!
1973,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@siva_x18,118993,36019,1947,43,5.41%,1.67%,2026-06-27,https://www.instagram.com/p/DaFesLxzZVK/,⚪ Standard Organic: Baseline organic collab reach,Relatable 🤣💯
1974,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@hamaro_agra,123513,35927,1942,25,5.41%,1.59%,2026-08-10,https://www.instagram.com/p/Db2YjsMvQn2/,⚪ Standard Organic: Baseline organic collab reach,🇮🇳 Independence Day par Shopping ka Dhamaka! 🔥
1975,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@hamaro_agra,123513,35927,1942,25,5.41%,1.59%,2026-05-23,https://www.instagram.com/p/DYrh3SQPHgl/,⚪ Standard Organic: Baseline organic collab reach,4K Entertainment ka asli maza ab milega 🔥📺
1976,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@hamaro_agra,123513,35927,1942,25,5.41%,1.59%,2026-05-13,https://www.instagram.com/p/DYRcwWBPpM6/,⚪ Standard Organic: Baseline organic collab reach,"Agra walon, electronics retail chain shopping ka sabse bada destination ab aapke apne shehar mein! ✨"
1977,Tier 4: Toggle OFF + Organic (Noise),Croma,"Pan-India / Maharashtra (HQ: Mumbai, Tata Group)",@aanalkotak,971931,35705,1930,10,5.41%,0.20%,2025-08-19,https://www.instagram.com/p/DNiLVazs9Np/,⚪ Standard Organic: Baseline organic collab reach,Say hello to guilt-free fries 🍟 and stress-free cooking 🍴✨ with Croma’s own brand’s Air Fryer & Microwave!
1978,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@i5_rohith,10454,35557,1922,49,5.41%,18.86%,2025-03-27,https://www.instagram.com/p/DHsbQ2GyZ_t/,⚪ Standard Organic: Baseline organic collab reach,Sathya Year end Sale
1979,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@ariyalur_paradise_of_chola,210780,35538,1921,45,5.41%,0.93%,2026-06-27,https://www.instagram.com/p/DaFtvdiBdXf/,⚪ Standard Organic: Baseline organic collab reach,🌕 Sathya Full Moon Sale is Here! 🔥
1980,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@imbihar_01,175613,35316,1909,25,5.41%,1.10%,2026-04-17,https://www.instagram.com/p/DXPNYGtgemD/,⚪ Standard Organic: Baseline organic collab reach,अब घर पर चाहे कोई Guest आ रहें हो और घर बिखरा हुआ और समय कम है तो 😰
1981,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@imbihar_01,175613,35316,1909,25,5.41%,1.10%,2025-10-16,https://www.instagram.com/p/DP3RdOiAZwW/,⚪ Standard Organic: Baseline organic collab reach,"Luminous Edge Go - ek smart portable power station jo deta hai Power jo chale, jahan aap chalein! Chahe ghar ho ya travel, ab power kabhi nahi rukegi!"
1982,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@imbihar_01,175613,35316,1909,25,5.41%,1.10%,2025-06-12,https://www.instagram.com/p/DKzvxfzTV0i/,⚪ Standard Organic: Baseline organic collab reach,Aditya Vision के Grand Summer Sale में पाएं upto 20% cashback और Buy & Win 2025 में हिस्सा लेकर जीतें 18 करोड़ के इनाम ! (जिसमे है 1251 बाइक 175 कार औ
1983,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@thaaraaaa._,131127,34576,1869,45,5.41%,1.46%,2025-03-12,https://www.instagram.com/p/DHGFsFiTbxE/,⚪ Standard Organic: Baseline organic collab reach,Sathya FULL MOON LED TV SUPER SALE - Live on 14th March 2025 -Morning 9 AM To Midnight 12 AM- One Day Only -
1984,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@riyazz_explorer,69096,34354,1857,18,5.41%,2.72%,2025-05-26,https://www.instagram.com/p/DKHe4bdpPdR/,⚪ Standard Organic: Baseline organic collab reach,@sathya.retail Sathya super sale is happening from May 28 - 31
1985,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@vellore_ponnu_90,111439,34299,1854,5,5.41%,1.67%,2026-06-27,https://www.instagram.com/p/DaFs26vpebo/,⚪ Standard Organic: Baseline organic collab reach,The Wait Is Over! @sathya.retail  Full Moon Sale Is Here
1986,Tier 4: Toggle OFF + Organic (Noise),Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@kurnoolion_gal,88494,34151,1846,19,5.41%,2.11%,2025-06-27,https://www.instagram.com/p/DLaE0FNxeJt/,⚪ Standard Organic: Baseline organic collab reach,📱✨ **Hai Andi! I am here!**
1987,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@sanju_vlog1,83061,33947,1835,38,5.41%,2.26%,2026-06-27,https://www.instagram.com/p/DaF2bQYSUT8/,⚪ Standard Organic: Baseline organic collab reach,EMI Festival is LIVE at Aditya Vision!..🔥
1988,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@manikandan_loganadhan,146743,33892,1832,23,5.41%,1.26%,2025-03-12,https://www.instagram.com/p/DHF4NZ5RXEF/,⚪ Standard Organic: Baseline organic collab reach,Sathya FULL MOON LED TV SUPER SALE - Live on 14th March 2025 -Morning 9 AM To Midnight 12 AM- One Day Only -
1989,Tier 4: Toggle OFF + Organic (Noise),Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@jagadeesh4u_,91340,33540,1813,17,5.41%,2.01%,2025-03-20,https://www.instagram.com/p/DHag8-WvEFG/,⚪ Standard Organic: Baseline organic collab reach,Beat the summer heat with Bajaj Electronics!
1990,Tier 4: Toggle OFF + Organic (Noise),Electronics Mart,Telangana & Andhra Pradesh (HQ: Hyderabad),@kukie._,30563,33300,1800,109,5.41%,6.25%,2026-06-11,https://www.instagram.com/p/DZcxI72vN4O/,⚪ Standard Organic: Baseline organic collab reach,Apple Days are back at Electronics Mart!😳
1991,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@banarasifacts,145472,33300,1800,28,5.41%,1.26%,2025-10-15,https://www.instagram.com/p/DP0ljkSD1dX/,⚪ Standard Organic: Baseline organic collab reach,Aditya Vision Sabse Badi Sabse Dhankedar Diwali Sale Is Live
1992,Tier 4: Toggle OFF + Organic (Noise),Electronics Mart,Telangana & Andhra Pradesh (HQ: Hyderabad),@engineeronvacay,82121,33207,1795,126,5.41%,2.34%,2026-06-07,https://www.instagram.com/p/DZRx9PaSwoM/,⚪ Standard Organic: Baseline organic collab reach,Apple Days are back at Electronics Mart!
1993,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@abhi_lifestory,475375,33133,1791,1041,5.41%,0.60%,2025-03-07,https://www.instagram.com/p/DG5QlAYhxRt/,⚪ Standard Organic: Baseline organic collab reach,"Hey dears❤️ COMMENT ""❤️"" who remembers the kuchi ice varieties from childhood😍⁉️ this Popsicles resembles the same taste and brings back those amazing"
1994,Tier 4: Toggle OFF + Organic (Noise),Croma,"Pan-India / Maharashtra (HQ: Mumbai, Tata Group)",@shreecookingacademy,142319,32911,1779,56,5.41%,1.29%,2025-09-17,https://www.instagram.com/p/DOtBitCj6dz/,⚪ Standard Organic: Baseline organic collab reach,Wholesome treats made easy with @croma.retail and @unboxedbycroma
1995,Tier 4: Toggle OFF + Organic (Noise),Pai International,Karnataka & Telangana (HQ: Bengaluru),@smiley_foodvines,200290,32708,1768,9,5.41%,0.89%,2025-04-01,https://www.instagram.com/p/DH5qDMnPm0c/,⚪ Standard Organic: Baseline organic collab reach,‼️ Beat the Heat with aisen air coolers on this summer 🥵‼️
1996,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@tirupurpasangada,818430,32615,1763,12,5.41%,0.22%,2025-07-24,https://www.instagram.com/p/DMfRGAHvIZX/,⚪ Standard Organic: Baseline organic collab reach,Fridge & Washing Machine upto 3000 வரை Exchange valueAADI SALE BEGINS at @sathya.retail ! Don’t miss the biggest deals of the season.
1997,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@hikanpur,105448,32541,1759,31,5.41%,1.70%,2026-08-10,https://www.instagram.com/p/Db3MRYSPtYE/,⚪ Standard Organic: Baseline organic collab reach,"STOP Scrolling, Kanpur 🇮🇳! Your biggest Independence Day home upgrade sale is LIVE! 🔥"
1998,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@hikanpur,105448,32541,1759,31,5.41%,1.70%,2026-06-08,https://www.instagram.com/p/DZU8EYJoLBE/,⚪ Standard Organic: Baseline organic collab reach,Your First Laptop Can Change Your Future! 🚀
1999,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@hikanpur,105448,32541,1759,31,5.41%,1.70%,2026-05-23,https://www.instagram.com/p/DYrviZuvhBJ/,⚪ Standard Organic: Baseline organic collab reach,"Kanpur वालो ! Movie ho, IPL ho ya late night OTT binge… TV experience acha ho toh maza hi alag aata hai 👀📺✨"
2000,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@hikanpur,105448,32541,1759,31,5.41%,1.70%,2026-03-09,https://www.instagram.com/p/DVqcLe8j2AL/,⚪ Standard Organic: Baseline organic collab reach,"Kanpur, Finally the wait is over 🚀"
2001,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@dharshh_.official_,70980,32449,1754,26,5.41%,2.51%,2025-03-27,https://www.instagram.com/p/DHr6IpZTvEp/,⚪ Standard Organic: Baseline organic collab reach,📣Sathya Year end Sale✅
2002,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@_ronnyvlogs_01,77152,32430,1753,15,5.41%,2.29%,2026-08-14,https://www.instagram.com/p/DcAxXLYhCcZ/,⚪ Standard Organic: Baseline organic collab reach,💻 **Lenovo Laptop पर धमाकेदार ऑफर!** 🔥
2003,Tier 4: Toggle OFF + Organic (Noise),Reliance Digital,"Pan-India / Maharashtra (HQ: Mumbai, Reliance Retail)",@tamil_dreams_tech,415010,31968,1728,214,5.41%,0.47%,2025-04-06,https://www.instagram.com/p/DIG4F99Tk-q/,⚪ Standard Organic: Baseline organic collab reach,Let me give you the best suggestion for a tech upgrade? 💻📱
2004,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@soundaryasureshsidh,50324,31949,1727,16,5.41%,3.46%,2025-05-26,https://www.instagram.com/p/DKGlpdWpuUR/,⚪ Standard Organic: Baseline organic collab reach,@sathya.retail Sathya super sale is happening from May 28 - 31
2005,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@soundaryasureshsidh,50324,31949,1727,16,5.41%,3.46%,2025-03-27,https://www.instagram.com/p/DHsea25RAD6/,⚪ Standard Organic: Baseline organic collab reach,✨Sathya Year end Sale
2006,Tier 4: Toggle OFF + Organic (Noise),Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@vaanyaaggarwal_official,346142,31542,1705,29,5.41%,0.50%,2026-05-01,https://www.instagram.com/p/DXzL-b4Jmx7/,⚪ Standard Organic: Baseline organic collab reach,🔥 Apple Days are LIVE at Everyone’s Favorite Bajaj Electronics!!
2007,Tier 4: Toggle OFF + Organic (Noise),Electronics Mart,Telangana & Andhra Pradesh (HQ: Hyderabad),@dillikaladka_,68822,31394,1697,23,5.41%,2.50%,2026-04-30,https://www.instagram.com/p/DXwpwZ8h6l0/,⚪ Standard Organic: Baseline organic collab reach,"Upgrading my setup, one device at a time with the Apple Days at Electronics Mart 🎈"
2008,Tier 4: Toggle OFF + Organic (Noise),Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@omgits.cc,104832,31394,1697,20,5.41%,1.64%,2025-03-28,https://www.instagram.com/p/DHvBOulTzq4/,⚪ Standard Organic: Baseline organic collab reach,Beat the summer heat with Bajaj Electronics!
2009,Tier 4: Toggle OFF + Organic (Noise),Vijay Sales,Maharashtra / Pan-India (HQ: Mumbai),@hyderabad_talkies,28708,31191,1686,16,5.41%,5.93%,2025-11-07,https://www.instagram.com/p/DQv9IV8kSSu/,⚪ Standard Organic: Baseline organic collab reach,Delighted to welcome @vijaysalesofficial to a night tuned with innovation and emotion Co-Presenting A.R. Rahman - Live in Hyderabad! 🎶
2010,Tier 4: Toggle OFF + Organic (Noise),Bajaj Electronics,Telangana & Andhra Pradesh (HQ: Hyderabad),@shirisha1143,220828,31154,1684,14,5.41%,0.77%,2026-05-02,https://www.instagram.com/p/DX1blHrvjb3/,⚪ Standard Organic: Baseline organic collab reach,🔥 Apple Days are LIVE at Everyone’s Favorite Bajaj Electronics!!
2011,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@ashi_crazzy,87388,31135,1683,22,5.41%,1.95%,2025-05-25,https://www.instagram.com/p/DKE4uUKx-ep/,⚪ Standard Organic: Baseline organic collab reach,@sathya.retail Sathya super sale is happening from May 28 - 31
2012,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@ilovethanjai,99764,31080,1680,11,5.41%,1.70%,2025-03-27,https://www.instagram.com/p/DHs_wLESU3Y/,⚪ Standard Organic: Baseline organic collab reach,Sathya Year end Sale
2013,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@trichy_couple_vlogs,49611,30543,1651,149,5.41%,3.63%,2026-07-27,https://www.instagram.com/p/DbSFawrMLQZ/,⚪ Standard Organic: Baseline organic collab reach,First parents teacher meeting🥹😍
2014,Tier 4: Toggle OFF + Organic (Noise),Sathya,Tamil Nadu (HQ: Tuticorin / Chennai),@trichy_couple_vlogs,49611,30543,1651,149,5.41%,3.63%,2026-06-27,https://www.instagram.com/p/DaFVcgIt8WX/,⚪ Standard Organic: Baseline organic collab reach,Jilabi ❌ Mango ✅
2015,Tier 4: Toggle OFF + Organic (Noise),Great Eastern,West Bengal & East India (HQ: Kolkata),@thelazy_bun,46061,30451,1646,30,5.41%,3.64%,2026-08-02,https://www.instagram.com/p/DbhnnA3vn9s/,⚪ Standard Organic: Baseline organic collab reach,Upgrade your home and lifestyle because everyone who takes care of us deserves the best! 🏠✨
2016,Tier 4: Toggle OFF + Organic (Noise),Aditya Vision,"Bihar, Jharkhand & UP (HQ: Patna)",@streets.of_gorakhpur,304665,30414,1644,9,5.41%,0.54%,2025-10-16,https://www.instagram.com/p/DP3lRK7Eujh/,⚪ Standard Organic: Baseline organic collab reach,Is baar ki diwali Aditya vision wali✨❤️
